ID,Pattern,Background,MeanV,Frame,Left,Right,Up,Down
T03_HmF_v19,Black,Mean,0,4,0.0159,0.0239,0.0069,0.0214
T03_HmF_v19,Black,Mean,0,5,0.0183,0.0259,0.0072,0.0242
T03_HmF_v19,Black,Mean,0,6,0.021,0.0276,0.0075,0.0272
T03_HmF_v19,Black,Mean,0,7,0.0238,0.029,0.0079,0.0303
T03_HmF_v19,Black,Mean,0,8,0.0267,0.03,0.0083,0.0337
T03_HmF_v19,Black,Mean,0,9,0.0295,0.0306,0.0088,0.0372
T03_HmF_v19,Black,Mean,0,10,0.0322,0.0309,0.0093,0.0408
T03_HmF_v19,Black,Mean,0,11,0.0346,0.0309,0.0098,0.0443
T03_HmF_v19,Black,Mean,0,12,0.0369,0.0305,0.0102,0.0478
T03_HmF_v19,Black,Mean,0,13,0.0388,0.0299,0.0104,0.0511
T03_HmF_v19,Black,Mean,0,14,0.0406,0.029,0.0103,0.0543
T03_HmF_v19,Black,Mean,0,15,0.0422,0.0278,0.01,0.0575
T03_HmF_v19,Black,Mean,0,16,0.0437,0.0262,0.0096,0.0607
T03_HmF_v19,Black,Mean,0,17,0.0452,0.0244,0.009,0.064
T03_HmF_v19,Black,Mean,0,18,0.0467,0.0225,0.0086,0.0676
T03_HmF_v19,Black,Mean,0,19,0.0481,0.0205,0.0084,0.0714
T03_HmF_v19,Black,Mean,0,20,0.0495,0.0186,0.0084,0.0753
T03_HmF_v19,Black,Mean,0,21,0.0506,0.0169,0.0085,0.0789
T03_HmF_v19,Black,Mean,0,22,0.0512,0.0155,0.0085,0.0817
T03_HmF_v19,Black,Mean,0,23,0.0511,0.0145,0.0085,0.0835
T03_HmF_v19,Black,Mean,0,24,0.0502,0.0137,0.0085,0.0839
T03_HmF_v19,Black,Mean,0,25,0.048,0.0131,0.0082,0.0826
T03_HmF_v19,Black,Mean,0,26,0.0446,0.0124,0.0077,0.0794
T03_HmF_v19,Black,Mean,0,27,0.0401,0.0115,0.0069,0.0746
T03_HmF_v19,Black,Mean,0,28,0.0346,0.0106,0.0059,0.0683
T03_HmF_v19,Black,Mean,0,29,0.0285,0.0096,0.0049,0.0611
T03_HmF_v19,Black,Mean,0,30,0.0229,0.0093,0.0041,0.0534
T03_HmF_v19,Black,Mean,0,31,0.0186,0.0104,0.0037,0.0462
T03_HmF_v19,Black,Mean,0,32,0.0152,0.0122,0.0037,0.0395
T03_HmF_v19,Black,Mean,0,33,0.0123,0.0142,0.0041,0.0338
T03_HmF_v19,Black,Mean,0,34,0.01,0.0164,0.0049,0.029
T03_HmF_v19,Black,Mean,0,35,0.0082,0.0188,0.0061,0.0254
T03_HmF_v19,Black,Mean,0,36,0.0069,0.0211,0.0075,0.0225
T03_HmF_v19,Black,Mean,0,37,0.0058,0.0232,0.0089,0.0202
T03_HmF_v19,Black,Mean,0,38,0.0048,0.0249,0.01,0.0182
T03_HmF_v19,Black,Mean,0,39,0.004,0.0263,0.0111,0.0163
T03_HmF_v19,Black,Mean,0,40,0.0035,0.0275,0.0122,0.0146
T03_HmF_v19,Black,Mean,0,41,0.0033,0.0286,0.0134,0.0132
T03_HmF_v19,Black,Mean,0,42,0.0033,0.0297,0.0147,0.012
T03_HmF_v19,Black,Mean,0,43,0.0034,0.0306,0.016,0.0108
T03_HmF_v19,Black,Mean,0,44,0.0037,0.0315,0.0173,0.0098
T03_HmF_v19,Black,Mean,0,45,0.0042,0.0325,0.0185,0.0088
T03_HmF_v19,Black,Mean,0,46,0.005,0.0336,0.02,0.0084
T03_HmF_v19,Black,Mean,0,47,0.0063,0.035,0.0222,0.0088
T03_HmF_v19,Black,Mean,0,48,0.0078,0.0365,0.0244,0.0095
T03_HmF_v19,Black,Mean,0,49,0.0094,0.038,0.0265,0.0106
T03_HmF_v19,Black,Mean,0,50,0.0112,0.0394,0.0286,0.0119
T03_HmF_v19,Black,Mean,0,51,0.0131,0.0409,0.0308,0.0135
T03_HmF_v19,Black,Mean,0,52,0.015,0.0423,0.0329,0.0154
T03_HmF_v19,Black,Mean,0,53,0.017,0.0436,0.035,0.0175
T03_HmF_v19,Black,Mean,0,54,0.0189,0.0447,0.0368,0.0195
T03_HmF_v19,Black,Mean,0,55,0.0206,0.0456,0.0383,0.0212
T03_HmF_v19,Black,Mean,0,56,0.0222,0.0462,0.0395,0.0225
T03_HmF_v19,Black,Mean,0,57,0.0234,0.0464,0.0402,0.0233
T03_HmF_v19,Black,Mean,0,58,0.0243,0.0462,0.0406,0.0234
T03_HmF_v19,Black,Mean,0,59,0.0249,0.0457,0.0408,0.0229
T03_HmF_v19,Black,Mean,0,60,0.0251,0.0449,0.0408,0.0219
T03_HmF_v19,Black,Mean,0,61,0.025,0.0438,0.0408,0.0205
T03_HmF_v19,Black,Mean,0,62,0.0247,0.0427,0.0408,0.0188
T03_HmF_v19,Black,Mean,0,63,0.0241,0.0415,0.0408,0.017
T03_HmF_v19,Black,Mean,0,64,0.0235,0.0404,0.0407,0.0152
T03_HmF_v19,Black,Mean,0,65,0.0228,0.0394,0.0405,0.0135
T03_HmF_v19,Black,Mean,0,66,0.0222,0.0385,0.0399,0.0119
T03_HmF_v19,Black,Mean,0,67,0.0215,0.0375,0.0389,0.0106
T03_HmF_v19,Black,Mean,0,68,0.0206,0.0364,0.0372,0.0095
T03_HmF_v19,Black,Mean,0,69,0.0196,0.0352,0.0347,0.0086
T03_HmF_v19,Black,Mean,0,70,0.0182,0.0338,0.0315,0.008
T03_HmF_v19,Black,Mean,0,71,0.0165,0.0322,0.0277,0.0078
T03_HmF_v19,Black,Mean,0,72,0.0143,0.0304,0.0233,0.0078
T03_HmF_v19,Black,Mean,0,73,0.0116,0.0286,0.0193,0.0087
T03_HmF_v19,Black,Mean,0,74,0.009,0.0271,0.0168,0.0114
T03_HmF_v19,Black,Mean,0,75,0.0065,0.026,0.0152,0.015
T03_HmF_v19,Black,Mean,0,76,0.0044,0.0254,0.0143,0.0188
T03_HmF_v19,Black,Mean,0,77,0.003,0.0252,0.0136,0.022
T03_HmF_v19,Black,Mean,0,78,0.0021,0.0251,0.0127,0.0241
T03_HmF_v19,Black,Mean,0,79,0.0017,0.0248,0.0119,0.025
T03_HmF_v19,Black,Mean,0,80,0.0015,0.0241,0.0113,0.0249
T03_HmF_v19,Black,Mean,0,81,0.0019,0.0231,0.011,0.0237
T03_HmF_v19,Black,Mean,0,82,0.0027,0.0222,0.0113,0.0218
T03_HmF_v19,Black,Mean,0,83,0.004,0.0216,0.0123,0.0191
T03_HmF_v19,Black,Mean,0,84,0.0056,0.0214,0.0138,0.0159
T03_HmF_v19,Black,Mean,0,85,0.0074,0.0217,0.0158,0.0124
T03_HmF_v19,Black,Mean,0,86,0.0093,0.0227,0.0184,0.0088
T03_HmF_v19,Black,Mean,0,87,0.0116,0.0246,0.0216,0.0056
T03_HmF_v19,Black,Mean,0,88,0.0143,0.0273,0.0255,0.0034
T03_HmF_v19,Black,Mean,0,89,0.0178,0.0308,0.0302,0.0025
T03_HmF_v19,Black,Mean,0,90,0.0215,0.0344,0.0354,0.0026
T03_HmF_v19,Black,Mean,0,91,0.025,0.0376,0.0408,0.0034
T03_HmF_v19,Black,Mean,0,92,0.0281,0.0398,0.0466,0.0049
T03_HmF_v19,Black,Mean,0,93,0.0306,0.041,0.0529,0.0069
T03_HmF_v19,Black,Mean,0,94,0.0322,0.041,0.0595,0.0088
T03_HmF_v19,Black,Mean,0,95,0.0329,0.0397,0.066,0.0101
T03_HmF_v19,Black,Mean,0,96,0.0324,0.0372,0.072,0.0105
T03_HmF_v19,Black,Mean,0,97,0.0307,0.0335,0.0769,0.0097
T03_HmF_v19,Black,Mean,0,98,0.0278,0.0288,0.0802,0.0078
T03_HmF_v19,Black,Mean,0,99,0.0242,0.0237,0.0817,0.0052
T03_HmF_v19,Black,Mean,0,100,0.0209,0.0197,0.0816,0.0027
T03_HmF_v19,Black,Mean,0,101,0.0195,0.0182,0.0801,0.0009
T03_HmF_v19,Black,Mean,0,102,0.0221,0.0213,0.0777,0.0004
T03_HmF_v19,Black,Mean,0,103,0.0271,0.0272,0.0752,0.0021
T03_HmF_v19,Black,Mean,0,104,0.0319,0.033,0.0736,0.0063
T03_HmF_v19,Black,Mean,0,105,0.0353,0.0376,0.0717,0.0112
T03_HmF_v19,Black,Mean,0,106,0.0374,0.0405,0.0688,0.0153
T03_HmF_v19,Black,Mean,0,107,0.0383,0.0418,0.0644,0.0176
T03_HmF_v19,Black,Mean,0,108,0.0382,0.0417,0.0587,0.0179
T03_HmF_v19,Black,Mean,0,109,0.0375,0.0404,0.0523,0.0164
T03_HmF_v19,Black,Mean,0,110,0.0364,0.0383,0.0458,0.0138
T03_HmF_v19,Black,Mean,0,111,0.035,0.0356,0.0397,0.0109
T03_HmF_v19,Black,Mean,0,112,0.0336,0.0325,0.0345,0.0081
T03_HmF_v19,Black,Mean,0,113,0.0321,0.0292,0.0305,0.006
T03_HmF_v19,Black,Mean,0,114,0.0306,0.0258,0.0276,0.0047
T03_HmF_v19,Black,Mean,0,115,0.0291,0.0225,0.0258,0.0044
T03_HmF_v19,Black,Mean,0,116,0.0276,0.0194,0.0249,0.0047
T03_HmF_v19,Black,Mean,0,117,0.026,0.0167,0.0244,0.0053
T03_HmF_v19,Black,Mean,0,118,0.0243,0.0142,0.0239,0.0059
T03_HmF_v19,Black,Mean,0,119,0.0227,0.012,0.0234,0.0063
T03_HmF_v19,Black,Mean,0,120,0.0209,0.01,0.0227,0.0065
T03_HmF_v19,Black,Mean,0,121,0.019,0.0082,0.0218,0.0064
T03_HmF_v19,Black,Mean,0,122,0.0171,0.0066,0.0208,0.0062
T03_HmF_v19,Black,Mean,0,123,0.0153,0.0054,0.02,0.006
T03_HmF_v19,Black,Mean,0,124,0.0139,0.0049,0.0192,0.0058
T03_HmF_v19,Black,Mean,0,125,0.013,0.0053,0.0186,0.0056
T03_HmF_v19,Black,Mean,0,126,0.013,0.0067,0.0183,0.0053
T03_HmF_v19,Black,Mean,0,127,0.0136,0.0087,0.0184,0.0049
T03_HmF_v19,Black,Mean,0,128,0.0147,0.0112,0.0189,0.0044
T03_HmF_v19,Black,Mean,0,129,0.0162,0.0139,0.0201,0.0039
T03_HmF_v19,Black,Mean,0,130,0.0181,0.0166,0.0219,0.0035
T03_HmF_v19,Black,Mean,0,131,0.0202,0.0192,0.0241,0.0031
T03_HmF_v19,Black,Mean,0,132,0.0225,0.0216,0.0268,0.0027
T03_HmF_v19,Black,Mean,0,133,0.0253,0.0239,0.0299,0.0027
T03_HmF_v19,Black,Mean,0,134,0.0283,0.026,0.0335,0.0029
T03_HmF_v19,Black,Mean,0,135,0.0316,0.0278,0.0374,0.0036
T03_HmF_v19,Black,Mean,0,136,0.0349,0.029,0.0419,0.0046
T03_HmF_v19,Black,Mean,0,137,0.0381,0.0297,0.0469,0.0062
T03_HmF_v19,Black,Mean,0,138,0.0412,0.0299,0.0523,0.0082
T03_HmF_v19,Black,Mean,0,139,0.0438,0.0293,0.0578,0.0105
T03_HmF_v19,Black,Mean,0,140,0.0456,0.0282,0.0629,0.0129
T03_HmF_v19,Black,Mean,0,141,0.0465,0.0265,0.0668,0.0151
T03_HmF_v19,Black,Mean,0,142,0.0462,0.0243,0.0688,0.0166
T03_HmF_v19,Patterned,Mean,80.0478,0,0.0014,0.0018,0.0009,0.0014
T03_HmF_v19,Patterned,Mean,80.0478,1,0.0015,0.0021,0.001,0.0017
T03_HmF_v19,Patterned,Mean,80.0478,2,0.0017,0.0023,0.001,0.0019
T03_HmF_v19,Patterned,Mean,80.0478,3,0.0018,0.0026,0.001,0.0021
T03_HmF_v19,Patterned,Mean,80.0478,4,0.002,0.0029,0.0011,0.0024
T03_HmF_v19,Patterned,Mean,80.0478,5,0.0022,0.0032,0.0012,0.0026
T03_HmF_v19,Patterned,Mean,80.0478,6,0.0025,0.0036,0.0013,0.003
T03_HmF_v19,Patterned,Mean,80.0478,7,0.0029,0.0039,0.0014,0.0034
T03_HmF_v19,Patterned,Mean,80.0478,8,0.0033,0.0043,0.0016,0.0038
T03_HmF_v19,Patterned,Mean,80.0478,9,0.0038,0.0047,0.0018,0.0042
T03_HmF_v19,Patterned,Mean,80.0478,10,0.0043,0.005,0.0019,0.0048
T03_HmF_v19,Patterned,Mean,80.0478,11,0.0049,0.0053,0.0021,0.0053
T03_HmF_v19,Patterned,Mean,80.0478,12,0.0055,0.0055,0.0023,0.0059
T03_HmF_v19,Patterned,Mean,80.0478,13,0.006,0.0057,0.0024,0.0065
T03_HmF_v19,Patterned,Mean,80.0478,14,0.0066,0.0057,0.0025,0.0071
T03_HmF_v19,Patterned,Mean,80.0478,15,0.0071,0.0057,0.0025,0.0077
T03_HmF_v19,Patterned,Mean,80.0478,16,0.0075,0.0056,0.0026,0.0084
T03_HmF_v19,Patterned,Mean,80.0478,17,0.008,0.0055,0.0026,0.009
T03_HmF_v19,Patterned,Mean,80.0478,18,0.0084,0.0053,0.0027,0.0097
T03_HmF_v19,Patterned,Mean,80.0478,19,0.0087,0.0051,0.0029,0.0104
T03_HmF_v19,Patterned,Mean,80.0478,20,0.009,0.0049,0.003,0.0111
T03_HmF_v19,Patterned,Mean,80.0478,21,0.0092,0.0046,0.0031,0.0117
T03_HmF_v19,Patterned,Mean,80.0478,22,0.0093,0.0044,0.0033,0.0123
T03_HmF_v19,Patterned,Mean,80.0478,23,0.0093,0.0042,0.0033,0.0128
T03_HmF_v19,Patterned,Mean,80.0478,24,0.0091,0.004,0.0034,0.0132
T03_HmF_v19,Patterned,Mean,80.0478,25,0.0087,0.0037,0.0033,0.0134
T03_HmF_v19,Patterned,Mean,80.0478,26,0.0081,0.0035,0.0032,0.0135
T03_HmF_v19,Patterned,Mean,80.0478,27,0.0074,0.0032,0.0029,0.0133
T03_HmF_v19,Patterned,Mean,80.0478,28,0.0066,0.0029,0.0026,0.0129
T03_HmF_v19,Patterned,Mean,80.0478,29,0.0057,0.0027,0.0023,0.0124
T03_HmF_v19,Patterned,Mean,80.0478,30,0.0049,0.0027,0.0019,0.0117
T03_HmF_v19,Patterned,Mean,80.0478,31,0.0043,0.0029,0.0016,0.0109
T03_HmF_v19,Patterned,Mean,80.0478,32,0.0039,0.0032,0.0015,0.0102
T03_HmF_v19,Patterned,Mean,80.0478,33,0.0035,0.0037,0.0014,0.0095
T03_HmF_v19,Patterned,Mean,80.0478,34,0.0032,0.0042,0.0015,0.0089
T03_HmF_v19,Patterned,Mean,80.0478,35,0.0029,0.0047,0.0017,0.0084
T03_HmF_v19,Patterned,Mean,80.0478,36,0.0027,0.0051,0.0018,0.0078
T03_HmF_v19,Patterned,Mean,80.0478,37,0.0024,0.0055,0.002,0.0073
T03_HmF_v19,Patterned,Mean,80.0478,38,0.0021,0.0058,0.0022,0.0067
T03_HmF_v19,Patterned,Mean,80.0478,39,0.0019,0.0061,0.0024,0.0062
T03_HmF_v19,Patterned,Mean,80.0478,40,0.0018,0.0063,0.0027,0.0057
T03_HmF_v19,Patterned,Mean,80.0478,41,0.0018,0.0066,0.0031,0.0054
T03_HmF_v19,Patterned,Mean,80.0478,42,0.0019,0.0069,0.0037,0.0051
T03_HmF_v19,Patterned,Mean,80.0478,43,0.002,0.0072,0.0043,0.0049
T03_HmF_v19,Patterned,Mean,80.0478,44,0.0022,0.0074,0.0049,0.0047
T03_HmF_v19,Patterned,Mean,80.0478,45,0.0023,0.0076,0.0056,0.0045
T03_HmF_v19,Patterned,Mean,80.0478,46,0.0025,0.0079,0.0062,0.0043
T03_HmF_v19,Patterned,Mean,80.0478,47,0.0028,0.0082,0.0069,0.0043
T03_HmF_v19,Patterned,Mean,80.0478,48,0.0031,0.0085,0.0076,0.0043
T03_HmF_v19,Patterned,Mean,80.0478,49,0.0033,0.0088,0.0081,0.0042
T03_HmF_v19,Patterned,Mean,80.0478,50,0.0035,0.009,0.0086,0.0042
T03_HmF_v19,Patterned,Mean,80.0478,51,0.0036,0.0092,0.0089,0.0041
T03_HmF_v19,Patterned,Mean,80.0478,52,0.0037,0.0093,0.009,0.0041
T03_HmF_v19,Patterned,Mean,80.0478,53,0.0038,0.0093,0.0091,0.0041
T03_HmF_v19,Patterned,Mean,80.0478,54,0.0038,0.0093,0.0091,0.0042
T03_HmF_v19,Patterned,Mean,80.0478,55,0.0038,0.0093,0.0091,0.0042
T03_HmF_v19,Patterned,Mean,80.0478,56,0.0038,0.0093,0.0091,0.0044
T03_HmF_v19,Patterned,Mean,80.0478,57,0.0037,0.0092,0.009,0.0045
T03_HmF_v19,Patterned,Mean,80.0478,58,0.0036,0.0091,0.0088,0.0044
T03_HmF_v19,Patterned,Mean,80.0478,59,0.0034,0.0089,0.0085,0.0043
T03_HmF_v19,Patterned,Mean,80.0478,60,0.0032,0.0088,0.0081,0.004
T03_HmF_v19,Patterned,Mean,80.0478,61,0.003,0.0086,0.0077,0.0036
T03_HmF_v19,Patterned,Mean,80.0478,62,0.0027,0.0084,0.0072,0.0031
T03_HmF_v19,Patterned,Mean,80.0478,63,0.0025,0.0082,0.0067,0.0027
T03_HmF_v19,Patterned,Mean,80.0478,64,0.0023,0.008,0.0063,0.0023
T03_HmF_v19,Patterned,Mean,80.0478,65,0.0022,0.0077,0.0058,0.0019
T03_HmF_v19,Patterned,Mean,80.0478,66,0.0021,0.0075,0.0054,0.0016
T03_HmF_v19,Patterned,Mean,80.0478,67,0.002,0.0071,0.005,0.0013
T03_HmF_v19,Patterned,Mean,80.0478,68,0.0019,0.0068,0.0047,0.0012
T03_HmF_v19,Patterned,Mean,80.0478,69,0.0019,0.0063,0.0043,0.0011
T03_HmF_v19,Patterned,Mean,80.0478,70,0.0018,0.0059,0.004,0.0011
T03_HmF_v19,Patterned,Mean,80.0478,71,0.0017,0.0054,0.0037,0.0011
T03_HmF_v19,Patterned,Mean,80.0478,72,0.0015,0.0049,0.0035,0.0011
T03_HmF_v19,Patterned,Mean,80.0478,73,0.0014,0.0045,0.0033,0.0013
T03_HmF_v19,Patterned,Mean,80.0478,74,0.0014,0.0043,0.0033,0.0016
T03_HmF_v19,Patterned,Mean,80.0478,75,0.0014,0.0043,0.0035,0.002
T03_HmF_v19,Patterned,Mean,80.0478,76,0.0014,0.0043,0.0037,0.0025
T03_HmF_v19,Patterned,Mean,80.0478,77,0.0014,0.0044,0.0039,0.003
T03_HmF_v19,Patterned,Mean,80.0478,78,0.0015,0.0045,0.0042,0.0035
T03_HmF_v19,Patterned,Mean,80.0478,79,0.0014,0.0046,0.0043,0.0039
T03_HmF_v19,Patterned,Mean,80.0478,80,0.0013,0.0045,0.0043,0.004
T03_HmF_v19,Patterned,Mean,80.0478,81,0.0011,0.0044,0.0041,0.0039
T03_HmF_v19,Patterned,Mean,80.0478,82,0.001,0.0042,0.0039,0.0035
T03_HmF_v19,Patterned,Mean,80.0478,83,0.001,0.0041,0.0036,0.003
T03_HmF_v19,Patterned,Mean,80.0478,84,0.0011,0.0041,0.0034,0.0024
T03_HmF_v19,Patterned,Mean,80.0478,85,0.0014,0.0042,0.0034,0.0018
T03_HmF_v19,Patterned,Mean,80.0478,86,0.0016,0.0042,0.0034,0.0012
T03_HmF_v19,Patterned,Mean,80.0478,87,0.0019,0.0043,0.0036,0.0008
T03_HmF_v19,Patterned,Mean,80.0478,88,0.0024,0.0044,0.004,0.0006
T03_HmF_v19,Patterned,Mean,80.0478,89,0.0029,0.0045,0.0046,0.0007
T03_HmF_v19,Patterned,Mean,80.0478,90,0.0036,0.0048,0.0052,0.0008
T03_HmF_v19,Patterned,Mean,80.0478,91,0.0043,0.005,0.006,0.001
T03_HmF_v19,Patterned,Mean,80.0478,92,0.0052,0.0054,0.0068,0.0012
T03_HmF_v19,Patterned,Mean,80.0478,93,0.0063,0.006,0.0079,0.0014
T03_HmF_v19,Patterned,Mean,80.0478,94,0.0075,0.0069,0.0092,0.0017
T03_HmF_v19,Patterned,Mean,80.0478,95,0.0089,0.008,0.0107,0.0019
T03_HmF_v19,Patterned,Mean,80.0478,96,0.0101,0.0092,0.0122,0.002
T03_HmF_v19,Patterned,Mean,80.0478,97,0.011,0.0101,0.0136,0.002
T03_HmF_v19,Patterned,Mean,80.0478,98,0.0113,0.0108,0.0147,0.0018
T03_HmF_v19,Patterned,Mean,80.0478,99,0.0111,0.0109,0.0155,0.0014
T03_HmF_v19,Patterned,Mean,80.0478,100,0.0102,0.0106,0.0158,0.0009
T03_HmF_v19,Patterned,Mean,80.0478,101,0.0093,0.0103,0.0157,0.0006
T03_HmF_v19,Patterned,Mean,80.0478,102,0.0084,0.01,0.0153,0.0004
T03_HmF_v19,Patterned,Mean,80.0478,103,0.0081,0.0104,0.0151,0.0008
T03_HmF_v19,Patterned,Mean,80.0478,104,0.0081,0.0109,0.0148,0.0017
T03_HmF_v19,Patterned,Mean,80.0478,105,0.0078,0.011,0.0141,0.0023
T03_HmF_v19,Patterned,Mean,80.0478,106,0.0073,0.0108,0.0129,0.0028
T03_HmF_v19,Patterned,Mean,80.0478,107,0.0065,0.0101,0.0115,0.003
T03_HmF_v19,Patterned,Mean,80.0478,108,0.0056,0.0091,0.0099,0.0029
T03_HmF_v19,Patterned,Mean,80.0478,109,0.0045,0.0079,0.0083,0.0027
T03_HmF_v19,Patterned,Mean,80.0478,110,0.0036,0.0067,0.0067,0.0024
T03_HmF_v19,Patterned,Mean,80.0478,111,0.0029,0.0057,0.0054,0.0019
T03_HmF_v19,Patterned,Mean,80.0478,112,0.0023,0.0048,0.0042,0.0015
T03_HmF_v19,Patterned,Mean,80.0478,113,0.002,0.004,0.0034,0.0012
T03_HmF_v19,Patterned,Mean,80.0478,114,0.0018,0.0035,0.0027,0.001
T03_HmF_v19,Patterned,Mean,80.0478,115,0.0016,0.003,0.0023,0.0008
T03_HmF_v19,Patterned,Mean,80.0478,116,0.0016,0.0026,0.0021,0.0008
T03_HmF_v19,Patterned,Mean,80.0478,117,0.0016,0.0023,0.002,0.0008
T03_HmF_v19,Patterned,Mean,80.0478,118,0.0017,0.0022,0.0019,0.001
T03_HmF_v19,Patterned,Mean,80.0478,119,0.0017,0.0021,0.002,0.0011
T03_HmF_v19,Patterned,Mean,80.0478,120,0.0018,0.0021,0.002,0.0012
T03_HmF_v19,Patterned,Mean,80.0478,121,0.0019,0.0021,0.002,0.0014
T03_HmF_v19,Patterned,Mean,80.0478,122,0.002,0.0022,0.002,0.0015
T03_HmF_v19,Patterned,Mean,80.0478,123,0.002,0.0024,0.002,0.0016
T03_HmF_v19,Patterned,Mean,80.0478,124,0.0021,0.0026,0.002,0.0016
T03_HmF_v19,Patterned,Mean,80.0478,125,0.0021,0.0028,0.002,0.0016
T03_HmF_v19,Patterned,Mean,80.0478,126,0.0022,0.0031,0.002,0.0015
T03_HmF_v19,Patterned,Mean,80.0478,127,0.0023,0.0034,0.0021,0.0014
T03_HmF_v19,Patterned,Mean,80.0478,128,0.0024,0.0037,0.0023,0.0013
T03_HmF_v19,Patterned,Mean,80.0478,129,0.0025,0.004,0.0025,0.0011
T03_HmF_v19,Patterned,Mean,80.0478,130,0.0026,0.0042,0.0028,0.001
T03_HmF_v19,Patterned,Mean,80.0478,131,0.0027,0.0043,0.0031,0.0009
T03_HmF_v19,Patterned,Mean,80.0478,132,0.0028,0.0044,0.0035,0.0009
T03_HmF_v19,Patterned,Mean,80.0478,133,0.0031,0.0045,0.0038,0.0009
T03_HmF_v19,Patterned,Mean,80.0478,134,0.0036,0.0048,0.0043,0.001
T03_HmF_v19,Patterned,Mean,80.0478,135,0.0043,0.0053,0.0049,0.0012
T03_HmF_v19,Patterned,Mean,80.0478,136,0.0053,0.006,0.0056,0.0016
T03_HmF_v19,Patterned,Mean,80.0478,137,0.0066,0.0068,0.0067,0.0021
T03_HmF_v19,Patterned,Mean,80.0478,138,0.008,0.0079,0.0081,0.0028
T03_HmF_v19,Patterned,Mean,80.0478,139,0.0097,0.0091,0.0099,0.0037
T03_HmF_v19,Patterned,Mean,80.0478,140,0.0113,0.0103,0.0119,0.0047
T03_HmF_v19,Patterned,Mean,80.0478,141,0.0128,0.0113,0.0138,0.0056
T03_HmF_v19,Patterned,Mean,80.0478,142,0.0138,0.012,0.0154,0.0063
T03_HmF_v19,Averaged,Mean,80.0478,0,0.0004,0.0007,0.0002,0.0005
T03_HmF_v19,Averaged,Mean,80.0478,1,0.0005,0.0008,0.0003,0.0006
T03_HmF_v19,Averaged,Mean,80.0478,2,0.0005,0.0009,0.0003,0.0007
T03_HmF_v19,Averaged,Mean,80.0478,3,0.0006,0.001,0.0003,0.0009
T03_HmF_v19,Averaged,Mean,80.0478,4,0.0007,0.0011,0.0003,0.001
T03_HmF_v19,Averaged,Mean,80.0478,5,0.0008,0.0012,0.0003,0.0011
T03_HmF_v19,Averaged,Mean,80.0478,6,0.001,0.0012,0.0003,0.0012
T03_HmF_v19,Averaged,Mean,80.0478,7,0.0011,0.0013,0.0004,0.0014
T03_HmF_v19,Averaged,Mean,80.0478,8,0.0012,0.0014,0.0004,0.0015
T03_HmF_v19,Averaged,Mean,80.0478,9,0.0013,0.0014,0.0004,0.0017
T03_HmF_v19,Averaged,Mean,80.0478,10,0.0015,0.0014,0.0004,0.0018
T03_HmF_v19,Averaged,Mean,80.0478,11,0.0016,0.0014,0.0004,0.002
T03_HmF_v19,Averaged,Mean,80.0478,12,0.0017,0.0014,0.0005,0.0022
T03_HmF_v19,Averaged,Mean,80.0478,13,0.0018,0.0014,0.0005,0.0023
T03_HmF_v19,Averaged,Mean,80.0478,14,0.0018,0.0013,0.0005,0.0025
T03_HmF_v19,Averaged,Mean,80.0478,15,0.0019,0.0013,0.0005,0.0026
T03_HmF_v19,Averaged,Mean,80.0478,16,0.002,0.0012,0.0004,0.0027
T03_HmF_v19,Averaged,Mean,80.0478,17,0.002,0.0011,0.0004,0.0029
T03_HmF_v19,Averaged,Mean,80.0478,18,0.0021,0.001,0.0004,0.0031
T03_HmF_v19,Averaged,Mean,80.0478,19,0.0022,0.0009,0.0004,0.0032
T03_HmF_v19,Averaged,Mean,80.0478,20,0.0022,0.0008,0.0004,0.0034
T03_HmF_v19,Averaged,Mean,80.0478,21,0.0023,0.0008,0.0004,0.0036
T03_HmF_v19,Averaged,Mean,80.0478,22,0.0023,0.0007,0.0004,0.0037
T03_HmF_v19,Averaged,Mean,80.0478,23,0.0023,0.0007,0.0004,0.0038
T03_HmF_v19,Averaged,Mean,80.0478,24,0.0023,0.0006,0.0004,0.0038
T03_HmF_v19,Averaged,Mean,80.0478,25,0.0022,0.0006,0.0004,0.0037
T03_HmF_v19,Averaged,Mean,80.0478,26,0.002,0.0006,0.0003,0.0036
T03_HmF_v19,Averaged,Mean,80.0478,27,0.0018,0.0005,0.0003,0.0034
T03_HmF_v19,Averaged,Mean,80.0478,28,0.0016,0.0005,0.0003,0.0031
T03_HmF_v19,Averaged,Mean,80.0478,29,0.0013,0.0004,0.0002,0.0028
T03_HmF_v19,Averaged,Mean,80.0478,30,0.001,0.0004,0.0002,0.0024
T03_HmF_v19,Averaged,Mean,80.0478,31,0.0008,0.0005,0.0002,0.0021
T03_HmF_v19,Averaged,Mean,80.0478,32,0.0007,0.0006,0.0002,0.0018
T03_HmF_v19,Averaged,Mean,80.0478,33,0.0006,0.0006,0.0002,0.0015
T03_HmF_v19,Averaged,Mean,80.0478,34,0.0005,0.0007,0.0002,0.0013
T03_HmF_v19,Averaged,Mean,80.0478,35,0.0004,0.0009,0.0003,0.0011
T03_HmF_v19,Averaged,Mean,80.0478,36,0.0003,0.001,0.0003,0.001
T03_HmF_v19,Averaged,Mean,80.0478,37,0.0003,0.001,0.0004,0.0009
T03_HmF_v19,Averaged,Mean,80.0478,38,0.0002,0.0011,0.0005,0.0008
