genus,species,genusSpecies,sex,Body_Length,Wing_Area,Wing_WBF
Hesperia,comma,Hesperia_comma,Female,28.8343,294.4092,15.0234
Hesperia,comma,Hesperia_comma,Male,28.1983,264.5004,15.2938
Heteropterus,morpheus,Heteropterus_morpheus,Female,29.8096,474.0057,13.8779
Heteropterus,morpheus,Heteropterus_morpheus,Male,32.0570,448.9409,14.0040
Hipparchia,aristaeus,Hipparchia_aristaeus,Female,32.7354,1314.0046,11.7108
Hipparchia,aristaeus,Hipparchia_aristaeus,Male,37.7390,1325.3035,11.6941
Hipparchia,azorina,Hipparchia_azorina,Female,30.1488,809.7557,12.6939
Hipparchia,azorina,Hipparchia_azorina,Male,31.7178,769.5153,12.8021
Hipparchia,bacchus,Hipparchia_bacchus,Female,36.1277,1745.6985,11.1697
Hipparchia,cretica,Hipparchia_cretica,Female,36.2973,1282.1934,11.7586
Hipparchia,cretica,Hipparchia_cretica,Male,37.2726,1307.2259,11.7208
Hipparchia,fagi,Hipparchia_fagi,Female,38.7991,1839.4740,11.0728
Hipparchia,fagi,Hipparchia_fagi,Male,45.5837,1818.2427,11.0942
Hipparchia,fatua,Hipparchia_fatua,Female,18.4031,418.0396,14.1713
Hipparchia,fatua,Hipparchia_fatua,Male,40.5801,1714.5203,11.2032
Hipparchia,fidia,Hipparchia_fidia,Female,31.8874,1231.5496,11.8378
Hipparchia,fidia,Hipparchia_fidia,Male,34.4316,1244.5818,11.8171
Hipparchia,maderensis,Hipparchia_maderensis,Female,32.1842,1221.9444,11.8533
Hipparchia,maderensis,Hipparchia_maderensis,Male,31.8450,864.8407,12.5556
Hipparchia,mersina,Hipparchia_mersina,Female,34.4316,1447.5853,11.5235
Hipparchia,mersina,Hipparchia_mersina,Male,37.2302,1141.6470,11.9882
Hipparchia,neomiris,Hipparchia_neomiris,Female,29.0888,944.7065,12.3722
Hipparchia,neomiris,Hipparchia_neomiris,Male,32.7354,942.4482,12.3772
Hipparchia,pellucida,Hipparchia_pellucida,Female,39.1808,1562.0528,11.3783
Hipparchia,pellucida,Hipparchia_pellucida,Male,34.4316,1120.4696,12.0256
Hipparchia,semele,Hipparchia_semele,Female,35.0252,939.0463,12.3846
Hipparchia,semele,Hipparchia_semele,Male,31.7178,1079.5747,12.1003
Hipparchia,senthes,Hipparchia_senthes,Female,37.3150,1528.5048,11.4196
Hipparchia,statilinus,Hipparchia_statilinus,Female,34.3892,1341.3385,11.6707
Hipparchia,statilinus,Hipparchia_statilinus,Male,36.5942,1285.8255,11.7531
Hipparchia,syriaca,Hipparchia_syriaca,Female,36.4669,1597.7225,11.3356
Hipparchia,syriaca,Hipparchia_syriaca,Male,39.4352,1550.8186,11.3920
Hipparchia,volgensis,Hipparchia_volgensis,Female,37.6542,1521.4205,11.4284
Hipparchia,volgensis,Hipparchia_volgensis,Male,38.5023,1251.2130,11.8066
Hipparchia,wyssii,Hipparchia_wyssii,Female,35.1948,1458.9454,11.5085
Hipparchia,wyssii,Hipparchia_wyssii,Male,37.6542,1441.7345,11.5312
Hyponephele,lupina,Hyponephele_lupina,Female,29.0039,938.0358,12.3868
Hyponephele,lupina,Hyponephele_lupina,Male,26.1205,842.3363,12.6108
Hyponephele,lycaon,Hyponephele_lycaon,Female,30.4457,922.2705,12.4218
Hyponephele,lycaon,Hyponephele_lycaon,Male,26.3749,690.2716,13.0359
Iolana,iolas,Iolana_iolas,Female,29.3008,778.3078,12.7779
Iolana,iolas,Iolana_iolas,Male,28.9191,703.2284,12.9956
Iphiclides,feisthamelii,Iphiclides_feisthamelii,Male,45.9653,1717.8251,11.1997
Iphiclides,podalirius,Iphiclides_podalirius,Male,48.6791,1778.2396,11.1354
Issoria,lathonia,Issoria_lathonia,Female,32.7354,1011.3567,12.2326
Issoria,lathonia,Issoria_lathonia,Male,37.5694,814.9556,12.6804
Kirinia,climene,Kirinia_climene,Female,30.2760,1066.2404,12.1254
Kirinia,climene,Kirinia_climene,Male,16.3253,246.4588,15.4748
Kirinia,roxelana,Kirinia_roxelana,Female,33.9227,1337.8107,11.6758
Kirinia,roxelana,Kirinia_roxelana,Male,43.1667,1505.6048,11.4483
Kretania,eurypilus,Kretania_eurypilus,Female,21.2865,379.7734,14.3997
Kretania,eurypilus,Kretania_eurypilus,Male,23.2371,366.9102,14.4826
Kretania,hesperica,Kretania_hesperica,Female,19.5904,374.1959,14.4352
Kretania,hesperica,Kretania_hesperica,Male,17.9366,346.3621,14.6222
Kretania,psylorita,Kretania_psylorita,Female,18.6999,263.9286,15.2993
Kretania,psylorita,Kretania_psylorita,Male,17.8942,253.6905,15.4004
Kretania,sephirus,Kretania_sephirus,Female,20.3112,403.8206,14.2532
Kretania,sephirus,Kretania_sephirus,Male,24.0851,414.1234,14.1936
Kretania,trappi,Kretania_trappi,Female,20.8625,413.0697,14.1996
Kretania,trappi,Kretania_trappi,Male,21.8802,400.7351,14.2715
Laeosopis,roboris,Laeosopis_roboris,Female,24.2548,589.9116,13.3815
Laeosopis,roboris,Laeosopis_roboris,Male,25.9509,533.6722,13.6066
Lampides,boeticus,Lampides_boeticus,Female,25.6117,519.3202,13.6685
Lampides,boeticus,Lampides_boeticus,Male,24.8908,502.2854,13.7446
Lasiommata,maera,Lasiommata_maera,Female,30.9121,1229.7299,11.8407
Lasiommata,maera,Lasiommata_maera,Male,35.0252,1125.2021,12.0172
Lasiommata,megera,Lasiommata_megera,Female,27.1382,764.8799,12.8150
Lasiommata,megera,Lasiommata_megera,Male,28.6223,628.2748,13.2418
Lasiommata,paramegaera,Lasiommata_paramegaera,Female,26.1205,735.8989,12.8977
Lasiommata,paramegaera,Lasiommata_paramegaera,Male,12.8906,169.2145,16.4747
Lasiommata,petropolitana,Lasiommata_petropolitana,Female,25.5269,725.0531,12.9296
Lasiommata,petropolitana,Lasiommata_petropolitana,Male,29.0888,730.6486,12.9131
Leptidea,duponcheli,Leptidea_duponcheli,Female,28.8343,524.6532,13.6453
Leptidea,duponcheli,Leptidea_duponcheli,Male,27.1382,497.8874,13.7648
Leptidea,morsei,Leptidea_morsei,Female,30.1912,568.2235,13.4652
Leptidea,morsei,Leptidea_morsei,Male,34.7284,666.0375,13.1137
Leptidea,sinapis,Leptidea_sinapis,Female,30.5305,606.8061,13.3187
Leptidea,sinapis,Leptidea_sinapis,Male,29.5976,483.6756,13.8313
Leptotes,pirithous,Leptotes_pirithous,Female,17.5550,259.2969,15.3445
Leptotes,pirithous,Leptotes_pirithous,Male,20.3536,280.1075,15.1485
Libythea,celtis,Libythea_celtis,Male,30.3609,582.4173,13.4100
Limenitis,camilla,Limenitis_camilla,Male,36.1277,1149.1773,11.9751
Limenitis,populi,Limenitis_populi,Female,47.8311,2457.0361,10.5517
Limenitis,populi,Limenitis_populi,Male,46.8134,2263.6450,10.6967
Limenitis,reducta,Limenitis_reducta,Male,36.3821,920.5587,12.4257
Lopinga,achine,Lopinga_achine,Female,29.3432,1165.2482,11.9474
Lopinga,achine,Lopinga_achine,Male,16.4525,266.9314,15.2705
Lycaena,alciphron,Lycaena_alciphron,Female,25.8661,616.3394,13.2842
Lycaena,alciphron,Lycaena_alciphron,Male,27.3926,550.0920,13.5381
Lycaena,bleusei,Lycaena_bleusei,Female,21.8802,381.0680,14.3916
Lycaena,bleusei,Lycaena_bleusei,Male,26.6294,469.5753,13.8996
Lycaena,candens,Lycaena_candens,Female,26.9686,572.3231,13.4491
Lycaena,candens,Lycaena_candens,Male,26.9686,526.8324,13.6359
Lycaena,dispar,Lycaena_dispar,Female,29.0039,838.2476,12.6210
Lycaena,dispar,Lycaena_dispar,Male,26.2901,550.6314,13.5359
Lycaena,helle,Lycaena_helle,Female,18.1063,289.0618,15.0693
Lycaena,helle,Lycaena_helle,Male,18.1487,250.9431,15.4284
Lycaena,hippothoe,Lycaena_hippothoe,Female,25.0180,495.6974,13.7749
Lycaena,hippothoe,Lycaena_hippothoe,Male,24.8484,433.4704,14.0861
Lycaena,ottomana,Lycaena_ottomana,Female,22.7282,467.7629,13.9086
Lycaena,ottomana,Lycaena_ottomana,Male,25.4421,431.9493,14.0943
Lycaena,phlaeas,Lycaena_phlaeas,Female,21.5409,387.6201,14.3508
Lycaena,phlaeas,Lycaena_phlaeas,Male,19.5056,272.8290,15.2150
Lycaena,thersamon,Lycaena_thersamon,Female,22.3890,419.6434,14.1623
Lycaena,thersamon,Lycaena_thersamon,Male,25.5693,381.2550,14.3904
Lycaena,thetis,Lycaena_thetis,Female,21.2017,368.6327,14.4713
Lycaena,thetis,Lycaena_thetis,Male,24.7636,371.2075,14.4545
Lycaena,tityrus,Lycaena_tityrus,Female,24.5516,452.4686,13.9858
Lycaena,tityrus,Lycaena_tityrus,Male,23.2371,365.3315,14.4930
Lycaena,virgaureae,Lycaena_virgaureae,Female,25.5269,544.1081,13.5628
Lycaena,virgaureae,Lycaena_virgaureae,Male,25.5693,567.7560,13.4670
Lysandra,albicans,Lysandra_albicans,Female,24.4244,502.9543,13.7416
Lysandra,albicans,Lysandra_albicans,Male,32.4810,694.1878,13.0236
Lysandra,bellargus,Lysandra_bellargus,Female,23.8731,418.9494,14.1662
Lysandra,bellargus,Lysandra_bellargus,Male,23.3219,401.5083,14.2669
Lysandra,caelestissima,Lysandra_caelestissima,Female,23.1947,454.2199,13.9768
Lysandra,caelestissima,Lysandra_caelestissima,Male,27.7318,526.0341,13.6393
Lysandra,coridon,Lysandra_coridon,Female,25.4421,484.1503,13.8291
Lysandra,coridon,Lysandra_coridon,Male,27.3926,500.6923,13.7519
Lysandra,hispana,Lysandra_hispana,Female,24.0427,484.8299,13.8258
Lysandra,hispana,Lysandra_hispana,Male,27.5622,498.5347,13.7618
Maniola,jurtina,Maniola_jurtina,Female,30.7849,1006.9335,12.2415
Maniola,jurtina,Maniola_jurtina,Male,32.8627,933.2062,12.3975
Maniola,nurag,Maniola_nurag,Female,25.9509,793.4725,12.7369
Maniola,nurag,Maniola_nurag,Male,24.5092,705.4364,12.9888
Maniola,telmessia,Maniola_telmessia,Female,29.4280,1017.0493,12.2211
Maniola,telmessia,Maniola_telmessia,Male,30.1912,859.8314,12.5677
Melanargia,arge,Melanargia_arge,Female,17.0462,276.8171,15.1783
Melanargia,arge,Melanargia_arge,Male,32.5658,1148.7853,11.9758
Melanargia,galathea,Melanargia_galathea,Female,29.3432,956.3651,12.3470
Melanargia,galathea,Melanargia_galathea,Male,32.4810,925.0035,12.4157
Melanargia,ines,Melanargia_ines,Female,30.4457,1093.8009,12.0740
Melanargia,ines,Melanargia_ines,Male,35.1100,1023.5295,12.2082
Melanargia,lachesis,Melanargia_lachesis,Female,33.5835,1291.6764,11.7442
Melanargia,lachesis,Melanargia_lachesis,Male,31.2089,1091.0067,12.0791
Melanargia,larissa,Melanargia_larissa,Female,31.8874,1106.8332,12.0502
Melanargia,larissa,Melanargia_larissa,Male,17.1310,292.1868,15.0423
Melanargia,occitanica,Melanargia_occitanica,Female,31.1665,1062.3350,12.1328
Melanargia,occitanica,Melanargia_occitanica,Male,35.2372,1064.1331,12.1294
Melanargia,pherusa,Melanargia_pherusa,Male,32.0146,955.2036,12.3495
Melanargia,russiae,Melanargia_russiae,cleanthe,34.2196,933.2098,12.3975
Melanargia,russiae,Melanargia_russiae,Female,31.7178,1115.4674,12.0346
Melitaea,aetherie,Melitaea_aetherie,Female,34.2620,1019.8363,12.2156
Melitaea,aetherie,Melitaea_aetherie,Male,36.5518,937.1260,12.3888
Melitaea,arduinna,Melitaea_arduinna,Female,34.7284,929.8151,12.4050
Melitaea,arduinna,Melitaea_arduinna,Male,32.9051,772.1728,12.7948
Melitaea,asteria,Melitaea_asteria,Female,21.6257,370.6286,14.4583
Melitaea,asteria,Melitaea_asteria,Male,18.4031,277.8312,15.1691
Melitaea,athalia,Melitaea_athalia,Female,29.5128,662.1968,13.1264
Melitaea,athalia,Melitaea_athalia,Male,30.1064,619.9211,13.2714
Melitaea,aurelia,Melitaea_aurelia,Female,24.4244,458.6216,13.9544
Melitaea,aurelia,Melitaea_aurelia,Male,25.2724,432.7224,14.0901
Melitaea,britomartis,Melitaea_britomartis,Female,24.6788,538.5953,13.5858
Melitaea,britomartis,Melitaea_britomartis,Male,23.9155,482.7766,13.8356
Melitaea,celadussa,Melitaea_celadussa,Female,27.8166,689.7969,13.0374
Melitaea,celadussa,Melitaea_celadussa,Male,30.3184,650.2398,13.1663
Melitaea,cinxia,Melitaea_cinxia,Female,33.0747,764.8296,12.8151
Melitaea,cinxia,Melitaea_cinxia,Male,33.0323,652.7787,13.1577
Melitaea,deione,Melitaea_deione,Female,30.0216,636.7113,13.2124
Melitaea,deione,Melitaea_deione,Male,30.6577,609.4636,13.3090
Melitaea,diamina,Melitaea_diamina,Female,25.7813,623.1108,13.2600
Melitaea,diamina,Melitaea_diamina,Male,26.9686,482.7838,13.8356
Melitaea,didyma,Melitaea_didyma,Female,28.1559,631.8637,13.2293
Melitaea,didyma,Melitaea_didyma,Male,30.4457,571.2299,13.4534
Melitaea,parthenoides,Melitaea_parthenoides,Female,25.6965,522.4811,13.6547
Melitaea,parthenoides,Melitaea_parthenoides,Male,24.8484,412.9798,14.2001
Melitaea,phoebe,Melitaea_phoebe,Female,28.8343,657.9858,13.1403
Melitaea,phoebe,Melitaea_phoebe,Male,28.2407,629.1774,13.2386
Melitaea,trivia,Melitaea_trivia,Female,29.5976,706.7202,12.9849
Melitaea,trivia,Melitaea_trivia,Male,30.1912,592.8568,13.3704
Melitaea,varia,Melitaea_varia,Female,26.1205,476.8826,13.8639
Melitaea,varia,Melitaea_varia,Male,26.4173,376.1809,14.4225
Minois,dryas,Minois_dryas,Female,35.6189,2049.2526,10.8754
Minois,dryas,Minois_dryas,Male,36.2973,1278.4859,11.7643
Muschampia,cribrellum,Muschampia_cribrellum,Female,27.7318,383.8946,14.3739
Muschampia,cribrellum,Muschampia_cribrellum,Male,26.1205,291.1296,15.0514
Muschampia,proto,Muschampia_proto,Female,26.4597,382.0390,14.3855
Muschampia,proto,Muschampia_proto,Male,27.7318,355.2301,14.5608
Muschampia,tessellum,Muschampia_tessellum,Female,32.8203,537.6135,13.5899
Muschampia,tessellum,Muschampia_tessellum,Male,32.2266,479.4610,13.8515
Neolysandra,coelestina,Neolysandra_coelestina,Female,23.3219,431.2696,14.0980
Neolysandra,coelestina,Neolysandra_coelestina,Male,23.4067,428.2453,14.1145
Neptis,rivularis,Neptis_rivularis,Male,31.4209,1096.4656,12.0691
Neptis,sappho,Neptis_sappho,Male,32.4810,817.9152,12.6727
Nymphalis,antiopa,Nymphalis_antiopa,Male,42.7427,1880.5847,11.0321
Nymphalis,polychloros,Nymphalis_polychloros,Male,39.5200,1458.0859,11.5096
Nymphalis,vaualbum,Nymphalis_vaualbum,Male,42.6154,1669.0117,11.2535
Nymphalis,xanthomelas,Nymphalis_xanthomelas,Male,40.4529,1551.9226,11.3907
Ochlodes,sylvanus,Ochlodes_sylvanus,Female,29.8096,341.1729,14.6590
Ochlodes,sylvanus,Ochlodes_sylvanus,Male,28.7495,306.2907,14.9247
Oeneis,bore,Oeneis_bore,Female,25.3572,758.3997,12.8332
Oeneis,bore,Oeneis_bore,Male,27.7318,753.9945,12.8456
Oeneis,glacialis,Oeneis_glacialis,Female,34.9404,1365.0081,11.6367
Oeneis,glacialis,Oeneis_glacialis,Male,31.2089,1086.6123,12.0872
Oeneis,jutta,Oeneis_jutta,Female,16.2829,301.6805,14.9624
Oeneis,jutta,Oeneis_jutta,Male,34.1772,1159.9871,11.9564
Oeneis,norna,Oeneis_norna,Female,30.0216,1023.8459,12.2076
Oeneis,norna,Oeneis_norna,Male,28.0711,777.5849,12.7799
Papilio,alexanor,Papilio_alexanor,Female,51.5626,2917.6391,10.2540
Papilio,alexanor,Papilio_alexanor,Male,23.2795,424.8470,14.1333
Papilio,hospiton,Papilio_hospiton,Male,47.8311,1879.8762,11.0328
Papilio,machaon,Papilio_machaon,Male,47.3222,1826.6647,11.0857
Pararge,aegeria,Pararge_aegeria,Female,24.0851,772.9855,12.7925
Pararge,aegeria,Pararge_aegeria,Male,25.8661,708.3025,12.9801
Pararge,xiphia,Pararge_xiphia,Female,28.8767,1133.4084,12.0027
Pararge,xiphia,Pararge_xiphia,Male,35.7461,1185.8143,11.9127
Pararge,xiphioides,Pararge_xiphioides,Female,24.3820,781.4328,12.7694
Pararge,xiphioides,Pararge_xiphioides,Male,29.0039,735.7335,12.8982
Parnassius,apollo,Parnassius_apollo,Female,24.2548,532.9098,13.6098
Parnassius,apollo,Parnassius_apollo,Male,25.8237,600.8761,13.3405
Parnassius,mnemosyne,Parnassius_mnemosyne,Female,32.5234,1136.8930,11.9965
Parnassius,mnemosyne,Parnassius_mnemosyne,Male,39.3504,1261.4763,11.7906
Parnassius,phoebus,Parnassius_phoebus,Female,47.7463,1915.0893,10.9987
Parnassius,phoebus,Parnassius_phoebus,Male,41.0465,1820.6485,11.0918
Pelopidas,thrax,Pelopidas_thrax,Female,36.1277,527.4905,13.6330
Pelopidas,thrax,Pelopidas_thrax,Male,34.6012,411.6960,14.2075
Phengaris,alcon,Phengaris_alcon,Female,21.6257,395.3697,14.3035
Phengaris,alcon,Phengaris_alcon,Male,23.8307,430.6187,14.1015
Phengaris,arion,Phengaris_arion,Female,29.0888,734.7014,12.9012
Phengaris,arion,Phengaris_arion,Male,32.0570,741.7066,12.8808
Phengaris,nausithous,Phengaris_nausithous,Female,24.8484,552.8502,13.5268
Phengaris,nausithous,Phengaris_nausithous,Male,26.7990,538.2644,13.5872
Phengaris,teleius,Phengaris_teleius,Female,25.3997,564.4836,13.4800
Phengaris,teleius,Phengaris_teleius,Male,26.9262,529.2598,13.6254
Pieris,brassicae,Pieris_brassicae,Female,39.6896,1408.2368,11.5765
Pieris,brassicae,Pieris_brassicae,Male,40.7073,1356.0178,11.6495
Pieris,bryoniae,Pieris_bryoniae,Female,29.5128,669.8853,13.1012
Pieris,bryoniae,Pieris_bryoniae,Male,30.1912,676.3187,13.0803
Pieris,cheiranthi,Pieris_cheiranthi,Female,45.1172,1915.7545,10.9981
Pieris,ergane,Pieris_ergane,Female,28.9191,670.5002,13.0992
Pieris,ergane,Pieris_ergane,Male,27.9439,648.2404,13.1730
Pieris,krueperi,Pieris_krueperi,Female,33.9227,1089.7517,12.0814
Pieris,krueperi,Pieris_krueperi,Male,32.6930,997.9396,12.2598
Pieris,mannii,Pieris_mannii,Female,29.9792,749.1290,12.8595
Pieris,mannii,Pieris_mannii,Male,29.5128,791.8938,12.7412
Pieris,napi,Pieris_napi,Female,29.4704,705.4292,12.9888
Pieris,napi,Pieris_napi,Male,30.1488,746.0759,12.8682
Pieris,rapae,Pieris_rapae,Female,32.9051,836.2553,12.6260
Pieris,rapae,Pieris_rapae,Male,32.3538,828.6136,12.6453
Plebejidea,loewii,Plebejidea_loewii,Female,20.0992,336.8396,14.6903
Plebejidea,loewii,Plebejidea_loewii,Male,23.3219,387.5554,14.3512
Plebejus,argus,Plebejus_argus,Female,18.1487,264.9248,15.2897
Plebejus,argus,Plebejus_argus,Male,19.9296,266.3992,15.2756
Plebejus,argyrognomon,Plebejus_argyrognomon,Female,20.3536,392.2196,14.3226
Plebejus,argyrognomon,Plebejus_argyrognomon,Male,18.0639,323.9943,14.7857
Plebejus,idas,Plebejus_idas,Female,20.1840,372.7575,14.4445
Plebejus,idas,Plebejus_idas,Male,18.3183,287.5658,15.0823
Polygonia,calbum,Polygonia_calbum,Female,35.1948,1068.9123,12.1203
Polygonia,calbum,Polygonia_calbum,Male,36.0429,958.5983,12.3422
Polygonia,egea,Polygonia_egea,Female,37.6542,1087.7846,12.0851
Polygonia,egea,Polygonia_egea,Male,38.5871,960.6157,12.3379
Polyommatus,admetus,Polyommatus_admetus,Female,22.5586,409.4197,14.2206
Polyommatus,admetus,Polyommatus_admetus,Male,27.4774,499.1424,13.7590
Polyommatus,amandus,Polyommatus_amandus,Female,24.8484,523.1248,13.6519
Polyommatus,amandus,Polyommatus_amandus,Male,27.0534,588.9119,13.3853
Polyommatus,aroaniensis,Polyommatus_aroaniensis,Female,21.0321,356.7440,14.5505
Polyommatus,aroaniensis,Polyommatus_aroaniensis,Male,25.3572,415.1339,14.1878
Polyommatus,celina,Polyommatus_celina,Male,21.5409,366.5002,14.4853
Polyommatus,damon,Polyommatus_damon,Female,20.6929,351.1880,14.5886
Polyommatus,damon,Polyommatus_damon,Male,22.9827,403.6156,14.2544
Polyommatus,daphnis,Polyommatus_daphnis,Female,26.0357,501.3828,13.7488
Polyommatus,daphnis,Polyommatus_daphnis,Male,27.7318,565.2352,13.4770
Polyommatus,dolus,Polyommatus_dolus,Female,24.1700,518.8167,13.6707
Polyommatus,dolus,Polyommatus_dolus,Male,28.1559,590.8862,13.3778
Polyommatus,dorylas,Polyommatus_dorylas,Female,21.4561,404.1910,14.2511
Polyommatus,dorylas,Polyommatus_dorylas,Male,26.5869,500.5485,13.7526
Polyommatus,eros,Polyommatus_eros,Female,19.6328,293.3663,15.0322
Polyommatus,eros,Polyommatus_eros,Male,23.8307,336.0736,14.6958
Polyommatus,escheri,Polyommatus_escheri,Female,23.4067,438.2137,14.0606
Polyommatus,escheri,Polyommatus_escheri,Male,24.5940,525.0056,13.6438
Polyommatus,fabressei,Polyommatus_fabressei,Female,24.0427,456.3380,13.9660
Polyommatus,fabressei,Polyommatus_fabressei,Male,27.3926,502.9867,13.7414
Polyommatus,golgus,Polyommatus_golgus,Female,19.7600,319.6215,14.8192
Polyommatus,golgus,Polyommatus_golgus,Male,21.2865,353.3169,14.5739
Polyommatus,humedasae,Polyommatus_humedasae,Female,22.7282,385.3510,14.3648
Polyommatus,humedasae,Polyommatus_humedasae,Male,23.2371,385.9156,14.3613
Polyommatus,icarus,Polyommatus_icarus,Female,21.1169,359.9158,14.5291
Polyommatus,icarus,Polyommatus_icarus,Male,22.6434,350.0121,14.5967
Polyommatus,iphigenia,Polyommatus_iphigenia,Female,18.8271,320.5241,14.8122
Polyommatus,iphigenia,Polyommatus_iphigenia,Male,21.4561,382.5209,14.3824
Polyommatus,nephohiptamenos,Polyommatus_nephohiptamenos,Female,20.8201,378.8349,14.4056
Polyommatus,nephohiptamenos,Polyommatus_nephohiptamenos,Male,24.0427,383.8910,14.3739
Polyommatus,nivescens,Polyommatus_nivescens,Female,24.2972,451.2244,13.9922
Polyommatus,nivescens,Polyommatus_nivescens,Male,23.8731,405.1475,14.2455
Polyommatus,ripartii,Polyommatus_ripartii,Female,22.9403,390.4790,14.3332
Polyommatus,ripartii,Polyommatus_ripartii,Male,25.0180,437.6167,14.0637
Polyommatus,thersites,Polyommatus_thersites,Female,19.9296,351.5261,14.5862
Polyommatus,thersites,Polyommatus_thersites,Male,23.1523,418.1906,14.1705
Polyommatus,violetae,Polyommatus_violetae,Female,23.4067,459.2725,13.9511
Polyommatus,violetae,Polyommatus_violetae,Male,24.8484,427.5800,14.1182
Pontia,callidice,Pontia_callidice,Female,31.3361,898.1910,12.4767
Pontia,callidice,Pontia_callidice,Male,34.3468,915.1754,12.4378
Pontia,chloridice,Pontia_chloridice,Female,26.5869,658.5001,13.1386
Pontia,chloridice,Pontia_chloridice,Male,26.3749,632.7448,13.2262
Pontia,daplidice,Pontia_daplidice,Female,31.2937,833.2957,12.6335
Pontia,daplidice,Pontia_daplidice,Male,31.0393,762.9488,12.8204
Proterebia,phegea,Proterebia_phegea,Female,28.4103,1040.0895,12.1756
Proterebia,phegea,Proterebia_phegea,Male,33.7531,1006.0704,12.2432
Pseudochazara,amalthea,Pseudochazara_amalthea,Female,37.3150,1510.3229,11.4423
Pseudochazara,amymone,Pseudochazara_amymone,Female,32.3114,1136.5478,11.9971
Pseudochazara,amymone,Pseudochazara_amymone,Male,32.9051,1116.7296,12.0323
Pseudochazara,anthelea,Pseudochazara_anthelea,Female,36.9758,1510.1323,11.4426
Pseudochazara,anthelea,Pseudochazara_anthelea,Male,33.9227,892.4300,12.4901
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Female,36.4669,1404.7953,11.5812
Pseudochazara,cingovskii,Pseudochazara_cingovskii,Male,39.0112,1447.5961,11.5235
Pseudochazara,geyeri,Pseudochazara_geyeri,Female,16.1557,270.0780,15.2407
Pseudochazara,geyeri,Pseudochazara_geyeri,Male,34.6012,939.3016,12.3841
Pseudochazara,graeca,Pseudochazara_graeca,Female,34.0924,883.4614,12.5111
Pseudochazara,graeca,Pseudochazara_graeca,Male,35.1100,1217.5931,11.8603
Pseudochazara,orestes,Pseudochazara_orestes,Female,38.5023,1626.1210,11.3024
Pseudochazara,orestes,Pseudochazara_orestes,Male,40.2833,1324.7929,11.6948
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Female,37.9087,1537.5094,11.4084
Pseudochazara,tisiphone,Pseudochazara_tisiphone,Male,38.9263,1276.8892,11.7668
Pseudochazara,williamsi,Pseudochazara_williamsi,Female,31.9722,996.3286,12.2631
Pseudochazara,williamsi,Pseudochazara_williamsi,Male,34.4316,931.5844,12.4011
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Female,15.0956,182.5992,16.2672
Pseudophilotes,abencerragus,Pseudophilotes_abencerragus,Male,15.7741,170.4300,16.4551
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,Female,17.4702,252.4139,15.4134
Pseudophilotes,barbagiae,Pseudophilotes_barbagiae,male,15.9437,207.4591,15.9251
Pseudophilotes,baton,Pseudophilotes_baton,Female,16.7918,229.1436,15.6636
Pseudophilotes,baton,Pseudophilotes_baton,Male,15.7741,200.8099,16.0117
Pseudophilotes,bavius,Pseudophilotes_bavius,Female,16.8766,278.7338,15.1609
Pseudophilotes,bavius,Pseudophilotes_bavius,Male,18.8271,336.3685,14.6937
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Female,17.3006,237.0730,15.5751
Pseudophilotes,panoptes,Pseudophilotes_panoptes,Male,16.9614,207.7288,15.9216
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Female,16.2829,266.4927,15.2747
Pseudophilotes,vicrama,Pseudophilotes_vicrama,Male,15.6893,195.3043,16.0860
Pyrgus,alveus,Pyrgus_alveus,Female,24.8484,313.1341,14.8699
Pyrgus,alveus,Pyrgus_alveus,Male,27.5622,343.8592,14.6399
Pyrgus,andromedae,Pyrgus_andromedae,Female,22.7282,321.3440,14.8059
Pyrgus,andromedae,Pyrgus_andromedae,Male,24.3820,314.2201,14.8613
Pyrgus,armoricanus,Pyrgus_armoricanus,Female,23.7883,273.5554,15.2083
Pyrgus,armoricanus,Pyrgus_armoricanus,Male,25.7389,304.6725,14.9379
Pyrgus,cacaliae,Pyrgus_cacaliae,Female,26.2477,309.2539,14.9008
Pyrgus,cacaliae,Pyrgus_cacaliae,Male,25.1028,298.2606,14.9909
Pyrgus,carlinae,Pyrgus_carlinae,Female,23.2371,297.4983,14.9973
Pyrgus,carlinae,Pyrgus_carlinae,Male,21.7106,254.4529,15.3927
Pyrgus,carthami,Pyrgus_carthami,Female,26.5445,425.4439,14.1300
Pyrgus,carthami,Pyrgus_carthami,Male,25.7813,369.1578,14.4679
Pyrgus,centaureae,Pyrgus_centaureae,Female,22.7282,292.9672,15.0356
Pyrgus,centaureae,Pyrgus_centaureae,Male,22.3042,287.8175,15.0801
Pyrgus,cinarae,Pyrgus_cinarae,Female,28.5799,431.7191,14.0956
Pyrgus,cinarae,Pyrgus_cinarae,Male,31.2089,472.1681,13.8869
Pyrgus,cirsii,Pyrgus_cirsii,Female,25.0180,325.2781,14.7760
Pyrgus,cirsii,Pyrgus_cirsii,Male,27.9015,326.7489,14.7649
Pyrgus,foulquieri,Pyrgus_foulquieri,Female,25.8237,360.9083,14.5224
Pyrgus,foulquieri,Pyrgus_foulquieri,Male,28.4103,326.1844,14.7691
