genus,species,genusSpecies,sex,treatment,render_method,flight_method,left_mean,left_dev,right_mean,right_dev,up_mean,up_dev,down_mean,down_dev
Colias,chrysotheme,Colias_chrysotheme,Female,Averaged_Gliding,Averaged,Gliding,0.0007,8.02E-07,0.0007,8.04E-07,0.0019,1.34E-06,3.64E-08,5.01E-08
Colias,chrysotheme,Colias_chrysotheme,Female,Averaged_Flapping,Averaged,Flapping,0.0013,0.0008,0.0013,0.0008,0.0012,0.0002,0.0003,0.0002
Colias,chrysotheme,Colias_chrysotheme,Female,White_Gliding,White,Gliding,0.946,0.0011,0.9474,0.0011,2.5462,0.0018,4.93E-05,6.79E-05
Colias,chrysotheme,Colias_chrysotheme,Female,White_Flapping,White,Flapping,0.7486,0.1889,0.7501,0.1891,1.055,0.477,0.2206,0.1517
Colias,chrysotheme,Colias_chrysotheme,Male,Patterned_Gliding,Patterned,Gliding,0.2013,0.0006,0.2012,0.0006,0.2552,0.0005,2.32E-05,3.14E-05
Colias,chrysotheme,Colias_chrysotheme,Male,Patterned_Flapping,Patterned,Flapping,0.1264,0.0399,0.1265,0.04,0.1032,0.0513,0.0362,0.0175
Colias,chrysotheme,Colias_chrysotheme,Male,Averaged_Gliding,Averaged,Gliding,0.0278,3.33E-05,0.0279,3.36E-05,0.0722,6.15E-05,1.59E-06,2.18E-06
Colias,chrysotheme,Colias_chrysotheme,Male,Averaged_Flapping,Averaged,Flapping,0.0179,0.0056,0.0179,0.0056,0.0256,0.0146,0.006,0.0044
Colias,chrysotheme,Colias_chrysotheme,Male,White_Gliding,White,Gliding,0.9723,0.0012,0.9762,0.0012,2.5253,0.0022,5.55E-05,7.62E-05
Colias,chrysotheme,Colias_chrysotheme,Male,White_Flapping,White,Flapping,0.7504,0.1908,0.7524,0.1914,1.0347,0.4732,0.2181,0.1487
Colias,crocea,Colias_crocea,Female,Patterned_Gliding,Patterned,Gliding,0.1206,0.0007,0.1209,0.0007,0.1451,0.0006,2.46E-05,1.59E-05
Colias,crocea,Colias_crocea,Female,Patterned_Flapping,Patterned,Flapping,0.0582,0.0241,0.0585,0.0242,0.0646,0.0377,0.0178,0.0083
Colias,crocea,Colias_crocea,Female,Averaged_Gliding,Averaged,Gliding,0.0096,1.02E-05,0.0096,1.03E-05,0.0254,1.75E-05,4.30E-07,6.83E-07
Colias,crocea,Colias_crocea,Female,Averaged_Flapping,Averaged,Flapping,0.0083,0.0018,0.0083,0.0018,0.0112,0.0043,0.0022,0.0014
Colias,crocea,Colias_crocea,Female,White_Gliding,White,Gliding,0.9673,0.001,0.9689,0.001,2.5669,0.0018,4.35E-05,6.90E-05
Colias,crocea,Colias_crocea,Female,White_Flapping,White,Flapping,0.7454,0.1944,0.7472,0.1945,1.0554,0.4822,0.2199,0.149
Colias,crocea,Colias_crocea,Male,Patterned_Gliding,Patterned,Gliding,0.1209,0.0005,0.1213,0.0005,0.1253,0.0004,2.18E-05,1.76E-05
Colias,crocea,Colias_crocea,Male,Patterned_Flapping,Patterned,Flapping,0.0651,0.0249,0.0654,0.0249,0.053,0.0282,0.0213,0.0105
Colias,crocea,Colias_crocea,Male,Averaged_Gliding,Averaged,Gliding,1.53E-06,1.72E-09,1.53E-06,1.73E-09,3.80E-06,2.54E-09,6.48E-11,9.57E-11
Colias,crocea,Colias_crocea,Male,Averaged_Flapping,Averaged,Flapping,0.0007,0.001,0.0007,0.001,0.0003,0.0003,0.0001,0.0002
Colias,crocea,Colias_crocea,Male,White_Gliding,White,Gliding,0.981,0.0011,0.983,0.0011,2.4409,0.0015,4.04E-05,6.14E-05
Colias,crocea,Colias_crocea,Male,White_Flapping,White,Flapping,0.7639,0.193,0.7654,0.1931,1.0086,0.4596,0.2133,0.1452
Colias,erate,Colias_erate,Female,Patterned_Gliding,Patterned,Gliding,0.1822,0.0009,0.1826,0.0009,0.2649,0.0011,4.82E-05,3.82E-05
Colias,erate,Colias_erate,Female,Patterned_Flapping,Patterned,Flapping,0.0901,0.0349,0.0906,0.0349,0.1139,0.0579,0.0314,0.0166
Colias,erate,Colias_erate,Female,Averaged_Gliding,Averaged,Gliding,0.0116,1.32E-05,0.0117,1.33E-05,0.0311,2.22E-05,5.36E-07,8.15E-07
Colias,erate,Colias_erate,Female,Averaged_Flapping,Averaged,Flapping,0.0076,0.0024,0.0076,0.0024,0.0112,0.0063,0.0027,0.002
Colias,erate,Colias_erate,Female,White_Gliding,White,Gliding,0.9926,0.0011,0.9939,0.0011,2.6528,0.0019,4.57E-05,6.95E-05
Colias,erate,Colias_erate,Female,White_Flapping,White,Flapping,0.7581,0.1993,0.7597,0.1994,1.0805,0.4987,0.2224,0.151
Colias,erate,Colias_erate,Male,Patterned_Gliding,Patterned,Gliding,0.3289,0.0012,0.3291,0.0012,0.4049,0.0006,2.49E-05,3.77E-05
Colias,erate,Colias_erate,Male,Patterned_Flapping,Patterned,Flapping,0.1555,0.0547,0.1559,0.0547,0.1372,0.0665,0.0414,0.0229
Colias,erate,Colias_erate,Male,Averaged_Gliding,Averaged,Gliding,0.0398,4.47E-05,0.0399,4.49E-05,0.1004,7.13E-05,1.92E-06,2.67E-06
Colias,erate,Colias_erate,Male,Averaged_Flapping,Averaged,Flapping,0.026,0.009,0.026,0.009,0.0374,0.0203,0.0086,0.0067
Colias,erate,Colias_erate,Male,White_Gliding,White,Gliding,0.9506,0.0011,0.9529,0.0011,2.3982,0.0017,4.60E-05,6.37E-05
Colias,erate,Colias_erate,Male,White_Flapping,White,Flapping,0.7318,0.1812,0.7339,0.1813,0.9945,0.4428,0.2078,0.1462
Colias,hecla,Colias_hecla,Female,Patterned_Gliding,Patterned,Gliding,0.0864,0.0004,0.0868,0.0004,0.072,0.0003,1.35E-05,1.26E-05
Colias,hecla,Colias_hecla,Female,Patterned_Flapping,Patterned,Flapping,0.0387,0.0134,0.0392,0.0134,0.0334,0.0173,0.0078,0.0036
Colias,hecla,Colias_hecla,Female,Averaged_Gliding,Averaged,Gliding,0.0067,6.14E-06,0.0067,6.16E-06,0.0173,1.03E-05,2.91E-07,5.22E-07
Colias,hecla,Colias_hecla,Female,Averaged_Flapping,Averaged,Flapping,0.0069,0.0014,0.0069,0.0014,0.0084,0.0027,0.0017,0.001
Colias,hecla,Colias_hecla,Female,White_Gliding,White,Gliding,0.9205,0.0008,0.9224,0.0009,2.3896,0.0014,4.03E-05,7.22E-05
Colias,hecla,Colias_hecla,Female,White_Flapping,White,Flapping,0.75,0.1916,0.7515,0.1916,1.0133,0.4563,0.2154,0.141
Colias,hecla,Colias_hecla,Male,Patterned_Gliding,Patterned,Gliding,0.061,0.0004,0.0612,0.0004,0.0606,0.0003,1.12E-05,3.44E-06
Colias,hecla,Colias_hecla,Male,Patterned_Flapping,Patterned,Flapping,0.029,0.0118,0.0292,0.0118,0.0273,0.0158,0.0059,0.0029
Colias,hecla,Colias_hecla,Male,Averaged_Gliding,Averaged,Gliding,0.0009,7.94E-07,0.0009,7.96E-07,0.0022,9.46E-07,3.03E-08,5.29E-08
Colias,hecla,Colias_hecla,Male,Averaged_Flapping,Averaged,Flapping,0.0015,0.0007,0.0015,0.0007,0.0014,0.0002,0.0003,0.0002
Colias,hecla,Colias_hecla,Male,White_Gliding,White,Gliding,0.9518,0.0008,0.9539,0.0008,2.3164,0.001,3.17E-05,5.55E-05
Colias,hecla,Colias_hecla,Male,White_Flapping,White,Flapping,0.7705,0.1947,0.7724,0.1946,0.9704,0.4388,0.2036,0.1369
Colias,hyale,Colias_hyale,Female,Patterned_Gliding,Patterned,Gliding,0.3804,0.0011,0.3813,0.0011,0.6529,0.0008,3.78E-05,0.0001
Colias,hyale,Colias_hyale,Female,Patterned_Flapping,Patterned,Flapping,0.2447,0.0787,0.2455,0.0788,0.2674,0.1332,0.0646,0.0369
Colias,hyale,Colias_hyale,Female,Averaged_Gliding,Averaged,Gliding,0.1119,0.0001,0.1121,0.0001,0.301,0.0002,5.54E-06,9.62E-06
Colias,hyale,Colias_hyale,Female,Averaged_Flapping,Averaged,Flapping,0.0738,0.0264,0.0739,0.0265,0.1119,0.0609,0.025,0.0173
Colias,hyale,Colias_hyale,Female,White_Gliding,White,Gliding,0.9475,0.0011,0.9492,0.0011,2.5474,0.0018,4.69E-05,8.15E-05
Colias,hyale,Colias_hyale,Female,White_Flapping,White,Flapping,0.7379,0.1902,0.7393,0.1904,1.0588,0.4782,0.2241,0.15
Colias,hyale,Colias_hyale,Male,Patterned_Gliding,Patterned,Gliding,0.3374,0.0013,0.3381,0.0013,0.5182,0.0006,2.73E-05,5.22E-05
Colias,hyale,Colias_hyale,Male,Patterned_Flapping,Patterned,Flapping,0.2161,0.0692,0.2167,0.0693,0.2023,0.0977,0.0499,0.0283
Colias,hyale,Colias_hyale,Male,Averaged_Gliding,Averaged,Gliding,0.1053,0.0001,0.1056,0.0001,0.2528,0.0002,4.85E-06,6.52E-06
Colias,hyale,Colias_hyale,Male,Averaged_Flapping,Averaged,Flapping,0.0661,0.0234,0.0662,0.0235,0.0907,0.0506,0.0205,0.0147
Colias,hyale,Colias_hyale,Male,White_Gliding,White,Gliding,1.0264,0.0011,1.0291,0.0011,2.4631,0.0019,4.73E-05,6.35E-05
Colias,hyale,Colias_hyale,Male,White_Flapping,White,Flapping,0.7716,0.1936,0.7736,0.194,1.0063,0.4583,0.2126,0.1483
Colias,myrmidone,Colias_myrmidone,Female,Patterned_Gliding,Patterned,Gliding,0.088,0.0005,0.0879,0.0005,0.0898,0.0004,1.92E-05,1.86E-05
Colias,myrmidone,Colias_myrmidone,Female,Patterned_Flapping,Patterned,Flapping,0.0342,0.0141,0.0344,0.0141,0.0366,0.0199,0.0125,0.0062
Colias,myrmidone,Colias_myrmidone,Female,Averaged_Gliding,Averaged,Gliding,3.29E-06,3.86E-09,3.30E-06,3.88E-09,9.11E-06,6.15E-09,1.54E-10,2.04E-10
Colias,myrmidone,Colias_myrmidone,Female,Averaged_Flapping,Averaged,Flapping,0.0003,0.0004,0.0003,0.0004,0.0001,0.0001,6.60E-05,8.34E-05
Colias,myrmidone,Colias_myrmidone,Female,White_Gliding,White,Gliding,0.9444,0.0011,0.9462,0.0011,2.6125,0.0017,4.35E-05,5.85E-05
Colias,myrmidone,Colias_myrmidone,Female,White_Flapping,White,Flapping,0.7336,0.1925,0.7354,0.1927,1.0658,0.4872,0.2226,0.1541
Colias,myrmidone,Colias_myrmidone,Male,Patterned_Gliding,Patterned,Gliding,0.1238,0.0009,0.1238,0.0009,0.1365,0.0007,2.73E-05,1.25E-05
Colias,myrmidone,Colias_myrmidone,Male,Patterned_Flapping,Patterned,Flapping,0.0613,0.0229,0.0616,0.0229,0.0544,0.0318,0.0128,0.0055
Colias,myrmidone,Colias_myrmidone,Male,Averaged_Gliding,Averaged,Gliding,0.0002,2.11E-07,0.0002,2.11E-07,0.0005,3.92E-07,9.70E-09,1.34E-08
Colias,myrmidone,Colias_myrmidone,Male,Averaged_Flapping,Averaged,Flapping,0.001,0.0011,0.001,0.0011,0.0006,0.0003,0.0002,0.0001
Colias,myrmidone,Colias_myrmidone,Male,White_Gliding,White,Gliding,0.9534,0.001,0.9545,0.001,2.5444,0.0019,4.68E-05,6.49E-05
Colias,myrmidone,Colias_myrmidone,Male,White_Flapping,White,Flapping,0.735,0.186,0.7366,0.1861,1.0367,0.4702,0.2162,0.1512
Colias,palaeno,Colias_palaeno,Female,Patterned_Gliding,Patterned,Gliding,0.4571,0.0018,0.4572,0.0018,0.7425,0.002,7.14E-05,8.54E-05
Colias,palaeno,Colias_palaeno,Female,Patterned_Flapping,Patterned,Flapping,0.2461,0.0869,0.2471,0.0871,0.2822,0.1311,0.0789,0.044
Colias,palaeno,Colias_palaeno,Female,Averaged_Gliding,Averaged,Gliding,0.1103,0.0001,0.1106,0.0001,0.297,0.0002,5.32E-06,8.21E-06
Colias,palaeno,Colias_palaeno,Female,Averaged_Flapping,Averaged,Flapping,0.0724,0.0258,0.0724,0.0258,0.1083,0.0593,0.0241,0.0168
Colias,palaeno,Colias_palaeno,Female,White_Gliding,White,Gliding,0.9647,0.0011,0.9671,0.0011,2.598,0.0019,4.65E-05,7.18E-05
Colias,palaeno,Colias_palaeno,Female,White_Flapping,White,Flapping,0.7422,0.1941,0.7429,0.1939,1.0505,0.4915,0.2222,0.149
Colias,palaeno,Colias_palaeno,Male,Patterned_Gliding,Patterned,Gliding,0.3634,0.001,0.3639,0.001,0.5071,0.0009,3.74E-05,6.60E-05
Colias,palaeno,Colias_palaeno,Male,Patterned_Flapping,Patterned,Flapping,0.2062,0.0698,0.2069,0.0699,0.1783,0.0845,0.0579,0.0323
Colias,palaeno,Colias_palaeno,Male,Averaged_Gliding,Averaged,Gliding,0.053,5.48E-05,0.0531,5.51E-05,0.1408,0.0001,2.72E-06,3.72E-06
Colias,palaeno,Colias_palaeno,Male,Averaged_Flapping,Averaged,Flapping,0.0346,0.0112,0.0346,0.0112,0.0504,0.0283,0.0117,0.0084
Colias,palaeno,Colias_palaeno,Male,White_Gliding,White,Gliding,0.9728,0.001,0.9746,0.001,2.5856,0.002,5.00E-05,6.84E-05
Colias,palaeno,Colias_palaeno,Male,White_Flapping,White,Flapping,0.7485,0.1918,0.75,0.192,1.0519,0.4834,0.2197,0.1507
Colias,phicomone,Colias_phicomone,Female,Patterned_Gliding,Patterned,Gliding,0.3177,0.0015,0.3179,0.0015,0.4401,0.0017,6.72E-05,3.65E-05
Colias,phicomone,Colias_phicomone,Female,Patterned_Flapping,Patterned,Flapping,0.1486,0.0581,0.1488,0.0581,0.1779,0.0914,0.0527,0.0245
Colias,phicomone,Colias_phicomone,Female,Averaged_Gliding,Averaged,Gliding,0.055,5.62E-05,0.0551,5.64E-05,0.1617,0.0001,3.24E-06,5.04E-06
Colias,phicomone,Colias_phicomone,Female,Averaged_Flapping,Averaged,Flapping,0.0374,0.0132,0.0375,0.0132,0.0604,0.032,0.0129,0.0087
Colias,phicomone,Colias_phicomone,Female,White_Gliding,White,Gliding,0.9317,0.001,0.9333,0.001,2.7416,0.0022,5.49E-05,8.54E-05
Colias,phicomone,Colias_phicomone,Female,White_Flapping,White,Flapping,0.7318,0.1838,0.7333,0.184,1.126,0.5094,0.2324,0.1542
Colias,phicomone,Colias_phicomone,Male,Patterned_Gliding,Patterned,Gliding,0.1462,0.0008,0.1464,0.0008,0.176,0.0009,4.45E-05,2.91E-05
Colias,phicomone,Colias_phicomone,Male,Patterned_Flapping,Patterned,Flapping,0.0825,0.0264,0.083,0.0265,0.0908,0.0509,0.018,0.0069
Colias,phicomone,Colias_phicomone,Male,Averaged_Gliding,Averaged,Gliding,0.0013,1.27E-06,0.0013,1.27E-06,0.0034,2.45E-06,6.44E-08,8.95E-08
Colias,phicomone,Colias_phicomone,Male,Averaged_Flapping,Averaged,Flapping,0.0016,0.0017,0.0016,0.0017,0.0011,0.0005,0.0005,0.0004
Colias,phicomone,Colias_phicomone,Male,White_Gliding,White,Gliding,0.9838,0.001,0.9839,0.001,2.6655,0.0019,5.05E-05,7.03E-05
Colias,phicomone,Colias_phicomone,Male,White_Flapping,White,Flapping,0.7499,0.1884,0.7513,0.1885,1.0806,0.4885,0.2224,0.1569
Colotis,evagore,Colotis_evagore,Female,Patterned_Gliding,Patterned,Gliding,0.3967,0.0014,0.397,0.0014,0.6467,0.0019,8.86E-05,0.0001
Colotis,evagore,Colotis_evagore,Female,Patterned_Flapping,Patterned,Flapping,0.2646,0.0889,0.2649,0.089,0.3029,0.1491,0.0839,0.0481
Colotis,evagore,Colotis_evagore,Female,Averaged_Gliding,Averaged,Gliding,0.0939,7.44E-05,0.0941,7.45E-05,0.2526,0.0001,3.97E-06,5.58E-06
Colotis,evagore,Colotis_evagore,Female,Averaged_Flapping,Averaged,Flapping,0.0616,0.0212,0.0617,0.0213,0.0896,0.0503,0.0194,0.0128
Colotis,evagore,Colotis_evagore,Female,White_Gliding,White,Gliding,0.9439,0.0007,0.9459,0.0007,2.5389,0.0014,3.99E-05,5.60E-05
Colotis,evagore,Colotis_evagore,Female,White_Flapping,White,Flapping,0.7593,0.178,0.7605,0.1782,1.0505,0.4721,0.2125,0.1428
Colotis,evagore,Colotis_evagore,Male,Patterned_Gliding,Patterned,Gliding,0.6025,0.001,0.6039,0.001,1.1462,0.0017,6.83E-05,5.20E-05
Colotis,evagore,Colotis_evagore,Male,Patterned_Flapping,Patterned,Flapping,0.4322,0.1329,0.4334,0.1331,0.4948,0.2494,0.1023,0.0648
Colotis,evagore,Colotis_evagore,Male,Averaged_Gliding,Averaged,Gliding,0.247,0.0002,0.2476,0.0002,0.6675,0.0007,1.95E-05,2.34E-05
Colotis,evagore,Colotis_evagore,Male,Averaged_Flapping,Averaged,Flapping,0.1749,0.0614,0.1752,0.0615,0.2519,0.1344,0.0572,0.0384
Colotis,evagore,Colotis_evagore,Male,White_Gliding,White,Gliding,0.9114,0.0006,0.9138,0.0006,2.4629,0.0025,7.19E-05,8.62E-05
Colotis,evagore,Colotis_evagore,Male,White_Flapping,White,Flapping,0.7405,0.1894,0.7422,0.1895,1.0163,0.4672,0.2251,0.1457
Cupido,alcetas,Cupido_alcetas,Female,Patterned_Gliding,Patterned,Gliding,0.1074,0.0004,0.1076,0.0004,0.2445,0.0006,3.16E-05,0.0001
Cupido,alcetas,Cupido_alcetas,Female,Patterned_Flapping,Patterned,Flapping,0.0661,0.0199,0.0662,0.0199,0.1018,0.05,0.0235,0.0119
Cupido,alcetas,Cupido_alcetas,Female,Averaged_Gliding,Averaged,Gliding,0.0334,2.69E-05,0.0335,2.71E-05,0.0969,8.19E-05,2.07E-06,2.95E-06
Cupido,alcetas,Cupido_alcetas,Female,Averaged_Flapping,Averaged,Flapping,0.0276,0.0066,0.0277,0.0066,0.0407,0.0182,0.0088,0.0059
Cupido,alcetas,Cupido_alcetas,Female,White_Gliding,White,Gliding,0.9364,0.0008,0.9382,0.0008,2.7147,0.0023,5.80E-05,8.25E-05
Cupido,alcetas,Cupido_alcetas,Female,White_Flapping,White,Flapping,0.7451,0.1918,0.7467,0.1919,1.1143,0.5198,0.2359,0.1513
Cupido,alcetas,Cupido_alcetas,Male,Patterned_Gliding,Patterned,Gliding,0.0567,0.0003,0.0567,0.0003,0.0528,0.0003,1.56E-05,2.28E-05
Cupido,alcetas,Cupido_alcetas,Male,Patterned_Flapping,Patterned,Flapping,0.0195,0.0084,0.0196,0.0084,0.0232,0.0127,0.0058,0.0026
Cupido,alcetas,Cupido_alcetas,Male,Averaged_Gliding,Averaged,Gliding,0.0011,1.03E-06,0.0011,1.04E-06,0.003,2.44E-06,5.80E-08,8.66E-08
Cupido,alcetas,Cupido_alcetas,Male,Averaged_Flapping,Averaged,Flapping,0.0007,0.0002,0.0007,0.0002,0.0009,0.0006,0.0002,0.0001
Cupido,alcetas,Cupido_alcetas,Male,White_Gliding,White,Gliding,1.0191,0.001,1.022,0.001,2.8249,0.0023,5.47E-05,8.16E-05
Cupido,alcetas,Cupido_alcetas,Male,White_Flapping,White,Flapping,0.7811,0.2024,0.7832,0.2027,1.1306,0.5321,0.2339,0.1584
Cupido,argiades,Cupido_argiades,Female,Patterned_Gliding,Patterned,Gliding,0.077,0.0004,0.077,0.0004,0.1046,0.0004,2.32E-05,4.45E-05
Cupido,argiades,Cupido_argiades,Female,Patterned_Flapping,Patterned,Flapping,0.0297,0.0102,0.0299,0.0102,0.0446,0.0231,0.0106,0.0041
Cupido,argiades,Cupido_argiades,Female,Averaged_Gliding,Averaged,Gliding,0.0015,1.49E-06,0.0015,1.49E-06,0.0041,3.30E-06,8.54E-08,1.12E-07
Cupido,argiades,Cupido_argiades,Female,Averaged_Flapping,Averaged,Flapping,0.0022,0.001,0.0022,0.001,0.0024,0.0007,0.0006,0.0005
Cupido,argiades,Cupido_argiades,Female,White_Gliding,White,Gliding,1.0605,0.0011,1.0606,0.0011,2.929,0.0023,6.05E-05,7.97E-05
Cupido,argiades,Cupido_argiades,Female,White_Flapping,White,Flapping,0.8308,0.2107,0.8315,0.2104,1.2018,0.5633,0.2521,0.1608
Cupido,argiades,Cupido_argiades,Male,Patterned_Gliding,Patterned,Gliding,0.0482,0.0003,0.0482,0.0003,0.0523,0.0003,1.80E-05,3.87E-05
Cupido,argiades,Cupido_argiades,Male,Patterned_Flapping,Patterned,Flapping,0.0265,0.0095,0.0268,0.0096,0.0257,0.0128,0.0059,0.0026
Cupido,argiades,Cupido_argiades,Male,Averaged_Gliding,Averaged,Gliding,1.58E-05,1.71E-08,1.58E-05,1.70E-08,3.94E-05,3.11E-08,8.19E-10,9.89E-10
Cupido,argiades,Cupido_argiades,Male,Averaged_Flapping,Averaged,Flapping,0.0005,0.0007,0.0005,0.0007,0.0002,0.0002,8.54E-05,9.87E-05
Cupido,argiades,Cupido_argiades,Male,White_Gliding,White,Gliding,1.0934,0.0012,1.0946,0.0012,2.7256,0.0022,5.66E-05,6.84E-05
Cupido,argiades,Cupido_argiades,Male,White_Flapping,White,Flapping,0.828,0.2082,0.8294,0.2082,1.1148,0.5186,0.2333,0.1522
Cupido,decoloratus,Cupido_decoloratus,Female,Patterned_Gliding,Patterned,Gliding,0.1719,0.0006,0.1717,0.0006,0.3302,0.0007,3.24E-05,0.0001
Cupido,decoloratus,Cupido_decoloratus,Female,Patterned_Flapping,Patterned,Flapping,0.092,0.0273,0.0921,0.0273,0.1244,0.0621,0.0285,0.0156
Cupido,decoloratus,Cupido_decoloratus,Female,Averaged_Gliding,Averaged,Gliding,0.0575,5.37E-05,0.0575,5.37E-05,0.1551,0.0001,3.15E-06,4.64E-06
Cupido,decoloratus,Cupido_decoloratus,Female,Averaged_Flapping,Averaged,Flapping,0.0454,0.0107,0.0455,0.0107,0.0637,0.0286,0.0133,0.0091
Cupido,decoloratus,Cupido_decoloratus,Female,White_Gliding,White,Gliding,1.0562,0.001,1.0569,0.001,2.8505,0.0024,5.79E-05,8.52E-05
Cupido,decoloratus,Cupido_decoloratus,Female,White_Flapping,White,Flapping,0.8107,0.2043,0.8122,0.2042,1.1492,0.5359,0.2369,0.1564
Cupido,decoloratus,Cupido_decoloratus,Male,Patterned_Gliding,Patterned,Gliding,0.0612,0.0004,0.061,0.0004,0.0577,0.0003,1.48E-05,1.86E-05
Cupido,decoloratus,Cupido_decoloratus,Male,Patterned_Flapping,Patterned,Flapping,0.0286,0.0077,0.0287,0.0078,0.0261,0.0109,0.0058,0.0022
Cupido,decoloratus,Cupido_decoloratus,Male,Averaged_Gliding,Averaged,Gliding,0.0086,7.88E-06,0.0086,7.97E-06,0.0214,1.71E-05,4.29E-07,6.10E-07
Cupido,decoloratus,Cupido_decoloratus,Male,Averaged_Flapping,Averaged,Flapping,0.0053,0.0015,0.0053,0.0015,0.0071,0.0042,0.0017,0.0011
Cupido,decoloratus,Cupido_decoloratus,Male,White_Gliding,White,Gliding,1.0422,0.001,1.0456,0.001,2.6049,0.0021,5.23E-05,7.42E-05
Cupido,decoloratus,Cupido_decoloratus,Male,White_Flapping,White,Flapping,0.7962,0.1994,0.7985,0.2003,1.0588,0.4969,0.2192,0.1467
Cupido,lorquinii,Cupido_lorquinii,Female,Patterned_Gliding,Patterned,Gliding,0.1558,0.0005,0.1558,0.0005,0.2965,0.0007,3.48E-05,0.0001
Cupido,lorquinii,Cupido_lorquinii,Female,Patterned_Flapping,Patterned,Flapping,0.0783,0.0237,0.0783,0.0237,0.1129,0.057,0.0268,0.0146
Cupido,lorquinii,Cupido_lorquinii,Female,Averaged_Gliding,Averaged,Gliding,0.0443,3.33E-05,0.0443,3.34E-05,0.1264,0.0001,3.10E-06,4.56E-06
Cupido,lorquinii,Cupido_lorquinii,Female,Averaged_Flapping,Averaged,Flapping,0.0348,0.0087,0.0349,0.0087,0.0519,0.0239,0.0114,0.0074
Cupido,lorquinii,Cupido_lorquinii,Female,White_Gliding,White,Gliding,0.9394,0.0007,0.9402,0.0007,2.6837,0.0027,6.57E-05,9.68E-05
Cupido,lorquinii,Cupido_lorquinii,Female,White_Flapping,White,Flapping,0.7347,0.189,0.7361,0.189,1.0984,0.5146,0.2373,0.1481
Cupido,lorquinii,Cupido_lorquinii,Male,Patterned_Gliding,Patterned,Gliding,0.107,0.0004,0.107,0.0004,0.2003,0.0006,2.78E-05,7.97E-05
Cupido,lorquinii,Cupido_lorquinii,Male,Patterned_Flapping,Patterned,Flapping,0.0567,0.016,0.0568,0.016,0.0798,0.0392,0.0198,0.0103
Cupido,lorquinii,Cupido_lorquinii,Male,Averaged_Gliding,Averaged,Gliding,0.0322,3.23E-05,0.0322,3.21E-05,0.0875,7.88E-05,1.94E-06,2.69E-06
Cupido,lorquinii,Cupido_lorquinii,Male,Averaged_Flapping,Averaged,Flapping,0.026,0.0059,0.0261,0.0058,0.0366,0.0161,0.0079,0.0055
Cupido,lorquinii,Cupido_lorquinii,Male,White_Gliding,White,Gliding,1.0295,0.001,1.0297,0.001,2.7983,0.0025,6.21E-05,8.60E-05
Cupido,lorquinii,Cupido_lorquinii,Male,White_Flapping,White,Flapping,0.7751,0.2009,0.7757,0.2007,1.1216,0.5311,0.2392,0.1614
Cupido,minimus,Cupido_minimus,Female,Patterned_Gliding,Patterned,Gliding,0.0834,0.0002,0.0835,0.0002,0.2286,0.0005,1.88E-05,6.38E-05
Cupido,minimus,Cupido_minimus,Female,Patterned_Flapping,Patterned,Flapping,0.0582,0.0156,0.0582,0.0156,0.095,0.0457,0.018,0.0109
Cupido,minimus,Cupido_minimus,Female,Averaged_Gliding,Averaged,Gliding,0.05,5.98E-05,0.0501,6.00E-05,0.1358,0.0001,3.36E-06,4.37E-06
Cupido,minimus,Cupido_minimus,Female,Averaged_Flapping,Averaged,Flapping,0.0384,0.0096,0.0385,0.0096,0.056,0.0257,0.0119,0.0079
Cupido,minimus,Cupido_minimus,Female,White_Gliding,White,Gliding,1.0695,0.0013,1.0705,0.0013,2.9022,0.003,7.19E-05,9.33E-05
Cupido,minimus,Cupido_minimus,Female,White_Flapping,White,Flapping,0.8025,0.2095,0.8034,0.2098,1.1792,0.5539,0.249,0.1602
Cupido,minimus,Cupido_minimus,Male,Patterned_Gliding,Patterned,Gliding,0.1119,0.0004,0.1121,0.0004,0.224,0.0005,2.26E-05,7.75E-05
Cupido,minimus,Cupido_minimus,Male,Patterned_Flapping,Patterned,Flapping,0.056,0.0173,0.0561,0.0174,0.081,0.0406,0.0206,0.0117
Cupido,minimus,Cupido_minimus,Male,Averaged_Gliding,Averaged,Gliding,0.0382,4.44E-05,0.0383,4.47E-05,0.1067,0.0001,2.40E-06,3.01E-06
Cupido,minimus,Cupido_minimus,Male,Averaged_Flapping,Averaged,Flapping,0.0297,0.0072,0.0298,0.0072,0.0435,0.0198,0.009,0.0061
Cupido,minimus,Cupido_minimus,Male,White_Gliding,White,Gliding,1.0515,0.0012,1.0548,0.0012,2.9412,0.0028,6.61E-05,8.28E-05
Cupido,minimus,Cupido_minimus,Male,White_Flapping,White,Flapping,0.8022,0.2021,0.8048,0.2031,1.1849,0.5541,0.2402,0.1589
Cupido,osiris,Cupido_osiris,Female,Patterned_Gliding,Patterned,Gliding,0.1371,0.0006,0.1371,0.0006,0.2543,0.0007,3.12E-05,9.77E-05
Cupido,osiris,Cupido_osiris,Female,Patterned_Flapping,Patterned,Flapping,0.0689,0.0214,0.069,0.0215,0.0999,0.0501,0.0234,0.0118
Cupido,osiris,Cupido_osiris,Female,Averaged_Gliding,Averaged,Gliding,0.0304,2.78E-05,0.0305,2.78E-05,0.0834,7.65E-05,1.78E-06,2.39E-06
Cupido,osiris,Cupido_osiris,Female,Averaged_Flapping,Averaged,Flapping,0.0242,0.0057,0.0242,0.0057,0.0348,0.0154,0.0073,0.005
